Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Puerto Rico,PRI,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,94.39736176,,,,,,,,,,94.11212921,,,,,,,,,,,,,,,,,,,,98.85418701,,,,,,,92.38970184,
"Korea, Dem. People‰Ûªs Rep.",PRK,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99978638,,,,,,,,,,
Portugal,PRT,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,98.22210693,,,,,,,,,,99.25787354,,,,,,,,,,,,,,,,,,,,99.47963715,,,,,,,
Paraguay,PRY,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,89.00119781,,,,,,,,,,95.36142731,,,,,,,,,,,,,,,98.77915955,98.23230743,98.98827362,98.7288208,,98.1037674,99.20459747,98.47231293,98.96890259,98.70381165,,
West Bank and Gaza,PSE,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.18849945,,,,,,,98.85482025,,99.14568329,98.98690033,98.81536102,99.2335434,99.27404022,99.36699677,99.2270813,99.27490234,99.31944275,99.26786041,99.3130722,,
Pacific island small states,PSS,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,91.23052216,,,,,,,,,,,95.80931091,,,,,,,97.54000854,,,98.96524811,96.88497925,97.9462204,,,,95.79881287,96.34851837,,97.26477051,,
Romania,ROU,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,99.03208923,,,,,,,,,,97.77951813,,,,,,,,,98.97621918,,,,,,,
Russian Federation,RUS,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,99.74945831,,,,,,,,,,,,,99.77127838,,,,,,,,99.75801849,,,,,,,,
Rwanda,RWA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,44.69158936,,,,,,,,,,,,,,,,,,,,,,76.86257935,,,,,,,,,,77.97245789,,83.48738861,,86.26225281,,,,
South Asia,SAS,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,32.93764114,32.91368866,33.9865303,35.05078888,36.10736847,37.05823135,37.80625916,38.94581985,40.00685883,41.08781052,42.17911148,43.28248978,44.33139038,42.25220871,43.93738937,45.57469177,46.87691879,48.69169998,50.2229805,51.9383316,53.61193848,55.23485184,56.65602875,59.43923187,61.34162903,63.10652924,64.57122803,66.40167236,67.6931076,69.32097626,69.46961975,71.69833374,72.71871948,74.98960114,76.43422699,77.3082428,78.03227997,81.01589966,82.09726715,83.49755859,84.73983002,85.87969208,,
Saudi Arabia,SAU,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,81.07382965,,,,,,,,93.71305847,,,,94.67571259,,,,,,,,,99.13699341,,,,,
Sudan,SDN,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.33138275,,,,,,,,62.71715927,,,,,,,,,,
Senegal,SEN,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,28.03474998,,,,,,,,,,,,,,40.96836853,,,,44.54016113,,,56.19144058,,58.99901962,,50.96892929,,,,63.50270844,
Singapore,SGP,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,96.15953827,,,,,,,,,,99.08435822,,,,,,,,,,99.60450745,,,,,,,,,,99.76667023,99.88059235,99.89295959,99.90100861,99.90389252,99.83811951,99.94051361,,
Solomon Islands,SLB,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.35752106,,,,,,,,,50.85709,,,,,
El Salvador,SLV,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,84.94789124,,,,,,,,,,,,,,95.45333862,93.88948822,96.48330688,95.32356262,96.38574219,96.94589233,,97.50019073,,98.43373871,98.27871704,98.14964294,
San Marino,SMR,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.26991272,,,,,99.72467804,,
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,54.67745972,55.1634903,56.0547905,56.65171051,57.4093399,58.23989105,58.68930054,59.05466843,59.71199036,60.38050079,60.74367142,61.48307037,62.26913834,62.24657822,63.02178955,60.50857925,61.34722137,61.60908127,62.31209183,63.9502182,62.94115067,62.25156021,62.4267807,62.25149918,63.14685059,64.07111359,66.67205048,68.06845093,68.68331146,69.8430481,70.66957092,71.6374588,,
South Sudan,SSD,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.57761955,,,,,,,,,,
Sub-Saharan Africa,SSF,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,54.68513107,55.17079926,56.06164932,56.65819168,57.41547012,58.24570847,58.69498825,59.06019974,59.71735001,60.38565826,60.7486496,61.48783875,62.27368927,62.25104141,63.0260582,60.51306915,61.35157013,61.61331177,62.31613159,63.9539299,62.94477844,62.2551384,62.43022919,62.25485992,63.15003967,64.0741272,66.67472839,68.07092285,68.68563843,69.84519958,70.67156982,71.63929749,,
Small states,SST,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,85.48483276,85.70014954,85.93443298,85.96195221,86.18943787,86.26500702,86.34387207,86.37304688,86.4386673,86.67756653,86.95909882,87.13970947,87.39198303,87.53447723,87.89489746,88.13491058,88.31963348,88.50997925,88.70445251,88.57230377,88.45722198,88.71929932,88.01634216,87.46372986,87.88790894,88.27906036,88.76844788,89.06774902,89.33966827,89.5980835,,
Sao Tome and Principe,STP,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,74.05767059,,,,,,,,,,91.85257721,,,,,,,,,,94.85256958,,,,,,,77.33728027,,,,96.35088348,,,,,,
Suriname,SUR,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.13903809,,,,99.45977783,,98.80214691,,97.25965881,,,,,,
Slovak Republic,SVK,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,99.77900696,,,,,,,,,,,,,99.90000153,,,,,,,,,,99.90000153,,,,
Sweden,SWE,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,74.97966003,,,,,,,,,,84.29759979,,,,,,,,,,,,,,92.94364166,,,,,,,,,,94.74848938,,,,,,,,
Sint Maarten (Dutch part),SXM,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,98.46446991,,,,,,,99.13842773,,,,,,,,99.37438202,,,,,,,,99.38307953,,,,,,,,
Syrian Arab Republic,SYR,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,59.01689148,,,,,,,,,,,,,,,,,,,,,92.96354675,,90.21858215,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,8.945839882,,,,,,,23.23539925,,,,30.77490997,,,,,,,,,,,25.99361992,22.38714981,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,74.11702728,74.31607819,76.22718048,78.1796875,80.11451721,81.76743317,83.53726959,84.39672852,85.53943634,86.56674194,87.4489212,89.05063629,91.26183319,91.57215881,91.86660767,91.9584198,92.0338974,92.06539154,92.21633911,92.3634491,92.66552734,95.83438873,95.96333313,96.10640717,97.40567017,96.30371857,96.45838165,96.70877838,97.94642639,98.06552887,97.98638916,98.35002136,98.79962921,98.79364777,98.79292297,98.35668945,98.39092255,98.44319916,98.5542984,98.53502655,98.55020905,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,96.87751007,97.64971924,97.68643188,97.74085236,97.80877686,97.88897705,97.72541809,97.81880951,97.88017273,97.95681,98.03581238,98.11354065,98.18943787,98.26686096,98.33564758,98.42645264,98.44098663,98.43762207,98.48986816,98.53411102,98.55686951,98.55592346,98.69779968,98.7164917,98.73995972,98.77433014,99.17324829,99.27700043,99.40445709,99.47660065,99.53730011,99.5742569,99.61554718,99.68000793,,
Togo,TGO,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.55485153,,,,,,67.92369843,,,74.55535126,,72.70812225,,,,78.37084961,,,
Thailand,THA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,96.17220306,,,,,,,,,,,,,,,,,,,,97.84793091,,,,,97.87892914,,,,,96.5520401,,,98.65490723,,98.29299164,,,
Tajikistan,TJK,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,99.67124939,,,,,,,,,,,99.84971619,,,,,,,,,,,,,,99.90000153,,,,
Turkmenistan,TKM,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,99.81292725,,,,,,,,,,,,,,,,,,,99.90000153,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,86.37332153,86.39064789,86.81691742,87.28450775,87.78851318,88.17137909,88.43450928,88.80799866,89.16062164,89.51734924,89.86698151,90.21867371,90.53765869,90.72785187,91.12661743,91.60684967,92.02306366,92.54615021,93.06382751,93.54019928,94.00789642,94.45870972,94.77057648,94.81835175,95.09880066,95.32636261,95.54859161,95.6448288,95.97151947,96.64031982,96.82389069,96.99897003,96.91413879,97.15660095,97.30097961,97.55428314,97.60817719,97.99771118,98.1519165,98.0906601,98.40527344,98.47389984,98.56324005,,
Timor-Leste,TLS,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5684433,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,40.90570068,41.82891083,42.74063873,43.66453934,44.58351898,45.54571915,46.65713882,47.8197403,49.14490891,50.52122879,51.88452911,53.15190887,55.09476089,57.02320099,58.99076843,60.6584816,62.39897156,64.07209778,67.34645081,69.2026062,70.81244659,70.33875275,71.79724884,73.87065887,75.27485657,76.48590088,77.26425934,78.40158081,79.44371033,80.60639191,81.94529724,82.44789124,83.44978333,84.11807251,84.89878845,85.69947815,86.59758759,83.5944519,83.98706818,83.7857132,85.10433197,86.17568207,86.46492767,86.68540955,86.83220673,,
Tonga,TON,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,99.79628754,,,,,,,,,,,,,,,,,,,,99.35449982,,,,,,,,,,99.55503845,,,,,99.51042938,,,,,,,
South Asia (IDA & IBRD),TSA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,32.93764114,32.91368866,33.9865303,35.05078888,36.10736847,37.05823135,37.80625916,38.94581985,40.00685883,41.08781052,42.17911148,43.28248978,44.33139038,42.25220871,43.93738937,45.57469177,46.87691879,48.69169998,50.2229805,51.9383316,53.61193848,55.23485184,56.65602875,59.43923187,61.34162903,63.10652924,64.57122803,66.40167236,67.6931076,69.32097626,69.46961975,71.69833374,72.71871948,74.98960114,76.43422699,77.3082428,78.03227997,81.01589966,82.09726715,83.49755859,84.73983002,85.87969208,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,54.68513107,55.17079926,56.06164932,56.65819168,57.41547012,58.24570847,58.69498825,59.06019974,59.71735001,60.38565826,60.7486496,61.48783875,62.27368927,62.25104141,63.0260582,60.51306915,61.35157013,61.61331177,62.31613159,63.9539299,62.94477844,62.2551384,62.43022919,62.25485992,63.15003967,64.0741272,66.67472839,68.07092285,68.68563843,69.84519958,70.67156982,71.63929749,,
Trinidad and Tobago,TTO,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,99.24356079,,,,,,,,,,99.30000305,,,,,,,,,,99.40000153,,,,,,,,,,99.59999847,,,,,,,,
Tunisia,TUN,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,62.52323151,,,,,,,,,,,,,,,,,,,,92.24069977,,,94.72457123,95.78643799,,96.09355927,96.31758881,95.7175827,,95.80119324,,,,
Turkey,TUR,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,68.2533493,,,,,75.2379837,,,,,85.96096802,,,,,88.38578796,,,,,,,,,,,,,,93.29502106,93.9601593,94.11953735,94.28913879,,96.57019043,97.19732666,97.93630219,98.41265106,98.7420578,98.9509201,99.16708374,99.37155151,,
Tuvalu,TUV,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,77.86617279,,,,,,,,,,,,,,76.20201874,,,,,,,,72.77100372,,84.84802246,,,84.64080048,,,
Uganda,UGA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,63.12382889,,,,,,,,,,,76.17910004,,,,81.1296463,,,,85.47145844,,81.65419769,,,,,,
Ukraine,UKR,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.83451843,,,,,,,,,,,99.98271942,,,,,,
Upper middle income,UMC,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,77.61270905,77.82112122,79.34136963,80.82479858,82.28266144,83.54788971,84.9160614,85.63842773,86.69451904,87.548172,88.36447906,89.10664368,90.95149231,91.24105835,91.71737671,91.94329071,92.12494659,92.29721832,92.46598053,92.69973755,93.02809906,95.50980377,95.62242889,95.79290771,96.91362,96.12529755,96.3228302,96.6427536,97.69432068,97.81517029,97.87207794,98.1543808,98.2682724,97.91623688,97.91526031,97.96945953,98.01184845,98.02188873,98.03391266,98.00350189,98.01275635,,
Uruguay,URY,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,98.83564758,,,,,,,,,,98.99507904,,,,,,,,,,,99.01730347,,,,,,,,,,99.11466217,99.01907349,99.32029724,99.22779846,99.22541046,99.12097931,99.2977829,99.31015015,99.39061737,99.22868347,99.44258881,99.31699371,
United States,USA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.89447784,,,,,,,,,,,,,100,100,100,100,,
St. Vincent and the Grenadines,VCT,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,97.99759674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,93.88530731,,,,,,,,,96.35971069,,,,,,,,,,,98.06629181,,,,,,98.83609772,,98.80499268,,98.23636627,,,,99.31739044,99.0925827,,
British Virgin Islands,VGB,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,94.02294159,,,,,,,,,,93.40222168,,,,,,,,,,93.82260895,94.0555191,,,,,,,,,96.78112793,,,,,,,,,
Vanuatu,VUT,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,67.64405823,,,,,74.30000305,,,,,,,,,,85.09999847,,,,,,,,,,91.80000305,,,,,,,,,,95.59999847,,,,
World,WLD,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,70.34822845,70.37654877,70.63424683,71.43315887,72.2144165,72.97132111,73.66316223,74.47788239,74.98010254,75.67221069,76.27410889,76.8311615,77.63413239,77.97991943,78.42738342,78.91786957,79.16023254,79.47019196,79.63024139,79.96190643,80.30107117,80.71362305,81.89356995,82.43843842,82.91777802,83.32196045,83.46819305,84.05182648,84.58477783,85.592453,85.53283691,85.94261169,86.30890656,86.939888,87.1659317,87.3864975,87.70124054,88.59430695,88.83574677,89.26255035,89.55493927,89.87834167,,
Samoa,WSM,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,98.94999695,,,,,,,,,,,,,,,,,,,,99.45803833,,,,,,,
Kosovo,XKX,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,35.37773132,,,,,,,,,,60.59999847,,,,,,,,,,,,,,
South Africa,ZAF,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,84.97325897,,,,,,,,,,,,,,,,94.2885437,,,,,,,,,,,98.09210968,,98.81739807,98.90136719,99.15213776,99.27071381,,99.08437347,99.22904205,,,
Zambia,ZMB,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,65.52436829,,,,,,,,,66.22680664,,,66.31098175,,,,,58.47755051,,,86.50945282,,,,,,,,
Zimbabwe,ZWE,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,84.8122406,,,,,,,,,,94.35343933,,,,,,,,,,,,,,,,,,,92.1245575,,,93.18834686,,,,
