Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2013,2014,2015,2016,2017,2018
ESP,Spain,754,Business freedom score,Value,80.3,77.3,77.5,76,66.9,66.3
ESP,Spain,755,Labor freedom score,Value,54.3,52.2,52.6,51.7,55.3,59
ESP,Spain,756,Monetary freedom score,Value,79.9,79.9,81.3,84.7,85.5,86.7
ESP,Spain,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
ESP,Spain,758,Investment freedom score,Value,80,80,85,85,85,85
ESP,Spain,759,Financial freedom score,Value,70,70,70,70,70,70
EST,Estonia,747,Index of economic freedom score,Value,75.3,75.9,76.8,77.2,79.1,78.8
EST,Estonia,748,Index of economic freedom score,Rank,13,11,8,9,6,7
EST,Estonia,749,Index of economic freedom score,Regional Rank,4,4,2,3,2,3
EST,Estonia,750,Property rights score,Value,85,90,90,90,82.6,80.4
EST,Estonia,751,Freedom from corruption score,Value,64,64.2,68,69,,
EST,Estonia,752,Fiscal freedom score,Value,79.7,80.4,80.6,81.9,,
EST,Estonia,753,Gov't spending score,Value,56.2,56,53.2,54.9,55.8,52.6
EST,Estonia,754,Business freedom score,Value,78.2,77.6,81.5,79,77,75.6
EST,Estonia,755,Labor freedom score,Value,56,55.9,58.7,57.2,56.9,54.8
EST,Estonia,756,Monetary freedom score,Value,77.1,76.9,77.6,82.2,85.7,85.1
EST,Estonia,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
EST,Estonia,758,Investment freedom score,Value,90,90,90,90,90,90
EST,Estonia,759,Financial freedom score,Value,80,80,80,80,80,80
ETH,Ethiopia,747,Index of economic freedom score,Value,49.4,50,51.5,51.5,52.7,52.8
ETH,Ethiopia,748,Index of economic freedom score,Rank,146,151,149,148,142,142
ETH,Ethiopia,749,Index of economic freedom score,Regional Rank,32,35,37,37,31,27
ETH,Ethiopia,750,Property rights score,Value,30,30,30,30,32.6,31.1
ETH,Ethiopia,751,Freedom from corruption score,Value,27,27,33,33,,
ETH,Ethiopia,752,Fiscal freedom score,Value,74.2,77.5,77.4,77.2,,
ETH,Ethiopia,753,Gov't spending score,Value,89.6,89.9,91.4,90.5,90.3,90.6
ETH,Ethiopia,754,Business freedom score,Value,52.4,57.8,55.9,55.8,50,40.2
ETH,Ethiopia,755,Labor freedom score,Value,46.9,54.7,56.4,57.7,57.2,51.3
ETH,Ethiopia,756,Monetary freedom score,Value,64.7,59,66.1,66,65.7,67.1
ETH,Ethiopia,757,Trade freedom score,Value,64,64.2,64.4,65,65.1,60.7
ETH,Ethiopia,758,Investment freedom score,Value,25,20,20,20,20,35
ETH,Ethiopia,759,Financial freedom score,Value,20,20,20,20,20,20
FIN,Finland,747,Index of economic freedom score,Value,74,73.4,73.4,72.6,74,74.1
FIN,Finland,748,Index of economic freedom score,Rank,16,19,19,24,24,26
FIN,Finland,749,Index of economic freedom score,Regional Rank,7,9,9,13,13,15
FIN,Finland,750,Property rights score,Value,90,90,90,90,90.6,89
FIN,Finland,751,Freedom from corruption score,Value,94,93.4,89,89,,
FIN,Finland,752,Fiscal freedom score,Value,66.9,65.1,66.4,66.5,,
FIN,Finland,753,Gov't spending score,Value,12.2,8.9,3.6,0.8,0,2.3
FIN,Finland,754,Business freedom score,Value,94.8,93.6,92.6,90.7,90.2,89.9
FIN,Finland,755,Labor freedom score,Value,45.3,46.5,54.8,53.7,53.4,50.5
FIN,Finland,756,Monetary freedom score,Value,79.5,78.9,79.9,81.9,85.1,86
FIN,Finland,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
FIN,Finland,758,Investment freedom score,Value,90,90,90,85,85,85
FIN,Finland,759,Financial freedom score,Value,80,80,80,80,80,80
FJI,Fiji,747,Index of economic freedom score,Value,57.2,58.7,59,58.8,63.4,62
FJI,Fiji,748,Index of economic freedom score,Rank,105,99,98,107,71,84
FJI,Fiji,749,Index of economic freedom score,Regional Rank,18,20,20,23,16,19
FJI,Fiji,750,Property rights score,Value,25,25,25,30,67.7,68.3
FJI,Fiji,751,Freedom from corruption score,Value,20,20,22.3,22.3,,
FJI,Fiji,752,Fiscal freedom score,Value,78,82.3,81.3,81.2,,
FJI,Fiji,753,Gov't spending score,Value,78,76.2,74.6,75.3,72.5,68.2
FJI,Fiji,754,Business freedom score,Value,65.7,64.9,63.2,62,61.3,62.8
FJI,Fiji,755,Labor freedom score,Value,74.9,73.1,75.2,70.6,70.5,70.8
FJI,Fiji,756,Monetary freedom score,Value,72.8,75.2,78.3,77.6,75.5,74.1
FJI,Fiji,757,Trade freedom score,Value,68,70.2,70.2,68.8,68.8,68.8
FJI,Fiji,758,Investment freedom score,Value,40,50,50,50,55,55
FJI,Fiji,759,Financial freedom score,Value,50,50,50,50,50,50
FRA,France,747,Index of economic freedom score,Value,64.1,63.5,62.5,62.3,63.3,63.9
FRA,France,748,Index of economic freedom score,Rank,62,70,73,75,72,71
FRA,France,749,Index of economic freedom score,Regional Rank,30,33,33,32,32,34
FRA,France,750,Property rights score,Value,80,80,80,80,85,84
FRA,France,751,Freedom from corruption score,Value,70,69.9,71,69,,
FRA,France,752,Fiscal freedom score,Value,53,48.4,47.5,47.7,,
FRA,France,753,Gov't spending score,Value,5.6,5.6,2.5,2.5,2,2.7
FRA,France,754,Business freedom score,Value,84,79.9,80.2,78.4,78,80.2
FRA,France,755,Labor freedom score,Value,50.5,51.8,43.5,43.5,44.1,45
FRA,France,756,Monetary freedom score,Value,81.1,76.1,77.5,79.1,81.6,81.6
FRA,France,757,Trade freedom score,Value,81.8,82.8,83,83,82,81.9
FRA,France,758,Investment freedom score,Value,65,70,70,70,70,75
FRA,France,759,Financial freedom score,Value,70,70,70,70,70,70
FSM,"Micronesia, Fed. Sts.",747,Index of economic freedom score,Value,50.1,49.8,49.6,51.8,54.1,52.3
FSM,"Micronesia, Fed. Sts.",748,Index of economic freedom score,Rank,143,153,154,147,132,143
FSM,"Micronesia, Fed. Sts.",749,Index of economic freedom score,Regional Rank,32,35,35,32,30,36
FSM,"Micronesia, Fed. Sts.",750,Property rights score,Value,30,30,30,30,30,5.2
FSM,"Micronesia, Fed. Sts.",751,Freedom from corruption score,Value,30,30,30,30,,
FSM,"Micronesia, Fed. Sts.",752,Fiscal freedom score,Value,97.5,97.5,93.2,93.2,,
FSM,"Micronesia, Fed. Sts.",753,Gov't spending score,Value,0,0,0,0,0,7.4
FSM,"Micronesia, Fed. Sts.",754,Business freedom score,Value,54.1,51.7,51,57.5,57.8,57.6
FSM,"Micronesia, Fed. Sts.",755,Labor freedom score,Value,82.5,77.9,79.1,79.1,67.7,67.4
FSM,"Micronesia, Fed. Sts.",756,Monetary freedom score,Value,76.1,75.2,76.9,82.1,83.6,83.8
FSM,"Micronesia, Fed. Sts.",757,Trade freedom score,Value,81,81,81,85.6,85.6,85.6
FSM,"Micronesia, Fed. Sts.",758,Investment freedom score,Value,20,25,25,30,35,35
FSM,"Micronesia, Fed. Sts.",759,Financial freedom score,Value,30,30,30,30,30,30
GAB,Gabon,747,Index of economic freedom score,Value,57.8,57.8,58.3,59,58.6,58
GAB,Gabon,748,Index of economic freedom score,Rank,99,105,104,105,103,109
GAB,Gabon,749,Index of economic freedom score,Regional Rank,14,14,15,15,13,13
GAB,Gabon,750,Property rights score,Value,40,40,40,40,35.9,29.9
GAB,Gabon,751,Freedom from corruption score,Value,30,29.1,34,37,,
GAB,Gabon,752,Fiscal freedom score,Value,74.2,74.5,77.5,77.6,,
GAB,Gabon,753,Gov't spending score,Value,80.1,81.7,74.6,74.5,81,84.6
GAB,Gabon,754,Business freedom score,Value,56.5,58.9,57.9,58.4,50.6,49.3
GAB,Gabon,755,Labor freedom score,Value,63.1,63,64.3,61.9,58.4,61.7
GAB,Gabon,756,Monetary freedom score,Value,77.5,75.1,78.4,78.4,83,81.4
GAB,Gabon,757,Trade freedom score,Value,61.1,61,61,61.8,61.8,60.9
GAB,Gabon,758,Investment freedom score,Value,55,55,55,60,55,60
GAB,Gabon,759,Financial freedom score,Value,40,40,40,40,40,40
GBR,United Kingdom,747,Index of economic freedom score,Value,74.8,74.9,75.8,76.4,76.4,78
GBR,United Kingdom,748,Index of economic freedom score,Rank,14,14,13,10,12,8
GBR,United Kingdom,749,Index of economic freedom score,Regional Rank,5,5,5,4,4,4
GBR,United Kingdom,750,Property rights score,Value,90,90,90,90,93.8,92.2
GBR,United Kingdom,751,Freedom from corruption score,Value,78,76.4,76,78,,
GBR,United Kingdom,752,Fiscal freedom score,Value,57,56.6,62.9,64.9,,
GBR,United Kingdom,753,Gov't spending score,Value,27.7,29.5,30.3,39,41.9,44.4
GBR,United Kingdom,754,Business freedom score,Value,94.1,92,91.1,86,89.9,91.1
GBR,United Kingdom,755,Labor freedom score,Value,71.6,73.1,75.6,71.8,72.8,74.4
GBR,United Kingdom,756,Monetary freedom score,Value,72.4,73.5,74.4,76.4,85,85.2
GBR,United Kingdom,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
GBR,United Kingdom,758,Investment freedom score,Value,90,90,90,90,90,90
GBR,United Kingdom,759,Financial freedom score,Value,80,80,80,80,80,80
GEO,Georgia,747,Index of economic freedom score,Value,72.2,72.6,73,72.6,76,76.2
GEO,Georgia,748,Index of economic freedom score,Rank,21,22,22,23,13,16
GEO,Georgia,749,Index of economic freedom score,Regional Rank,11,12,11,12,5,9
GEO,Georgia,750,Property rights score,Value,45,40,40,40,55.1,62.8
GEO,Georgia,751,Freedom from corruption score,Value,41,42.8,49,52,,
GEO,Georgia,752,Fiscal freedom score,Value,88.2,87.3,87.2,87.6,,
GEO,Georgia,753,Gov't spending score,Value,68.9,69.7,73.8,75.3,74.4,73.3
GEO,Georgia,754,Business freedom score,Value,90.6,87.8,88.6,86.5,87.2,86.9
GEO,Georgia,755,Labor freedom score,Value,91.1,91.2,79.9,75.7,75.9,77.3
GEO,Georgia,756,Monetary freedom score,Value,72.6,78.4,82.7,80.5,78.2,79.6
GEO,Georgia,757,Trade freedom score,Value,89.2,88.6,88.6,88.6,88.6,89.4
GEO,Georgia,758,Investment freedom score,Value,75,80,80,80,80,80
GEO,Georgia,759,Financial freedom score,Value,60,60,60,60,60,60
GHA,Ghana,747,Index of economic freedom score,Value,61.3,64.2,63,63,56.2,56
GHA,Ghana,748,Index of economic freedom score,Rank,77,66,71,72,118,122
GHA,Ghana,749,Index of economic freedom score,Regional Rank,7,5,5,5,19,19
GHA,Ghana,750,Property rights score,Value,50,50,50,50,51.6,48.9
GHA,Ghana,751,Freedom from corruption score,Value,39,40.4,46,48,,
GHA,Ghana,752,Fiscal freedom score,Value,86,85.4,84.6,84.9,,
GHA,Ghana,753,Gov't spending score,Value,52.5,83.3,70.8,77.6,76.3,79
GHA,Ghana,754,Business freedom score,Value,61.5,62.6,62.5,61.5,59.6,59.5
GHA,Ghana,755,Labor freedom score,Value,61.6,60.2,56.9,56.5,57.4,56.2
GHA,Ghana,756,Monetary freedom score,Value,64.8,65.8,69.2,66.5,64.5,63.7
GHA,Ghana,757,Trade freedom score,Value,67.8,64.8,64.8,65,65.1,65.1
GHA,Ghana,758,Investment freedom score,Value,70,70,65,60,70,70
GHA,Ghana,759,Financial freedom score,Value,60,60,60,60,60,60
GIN,Guinea,747,Index of economic freedom score,Value,51.2,53.5,52.1,53.3,47.6,52.2
GIN,Guinea,748,Index of economic freedom score,Rank,137,133,144,136,169,146
GIN,Guinea,749,Index of economic freedom score,Regional Rank,29,27,33,30,42,29
GIN,Guinea,750,Property rights score,Value,20,20,15,20,15.6,32.4
GIN,Guinea,751,Freedom from corruption score,Value,21,19.2,24,25,,
GIN,Guinea,752,Fiscal freedom score,Value,69.6,69.3,68.1,68.5,,
GIN,Guinea,753,Gov't spending score,Value,82.6,86.2,79.5,81.2,78.4,80.6
GIN,Guinea,754,Business freedom score,Value,46.1,51.8,51.6,51.4,55.8,54.1
GIN,Guinea,755,Labor freedom score,Value,63.8,73.4,74.4,71.8,54.8,54
GIN,Guinea,756,Monetary freedom score,Value,62.8,64.1,66.7,69.2,71.1,71.8
GIN,Guinea,757,Trade freedom score,Value,61.2,61.2,61.2,61.2,61.2,61.2
GIN,Guinea,758,Investment freedom score,Value,45,50,40,45,50,50
GIN,Guinea,759,Financial freedom score,Value,40,40,40,40,40,40
GMB,"Gambia, The",747,Index of economic freedom score,Value,58.8,59.5,57.5,57.1,,
GMB,"Gambia, The",748,Index of economic freedom score,Rank,92,92,113,119,,
GMB,"Gambia, The",749,Index of economic freedom score,Regional Rank,11,11,19,21,,
GMB,"Gambia, The",750,Property rights score,Value,30,30,25,25,,
GMB,"Gambia, The",751,Freedom from corruption score,Value,35,31.7,28,29,,
GMB,"Gambia, The",752,Fiscal freedom score,Value,75.1,79,75.4,75.5,,
GMB,"Gambia, The",753,Gov't spending score,Value,82.7,79.8,73.4,78,,
GMB,"Gambia, The",754,Business freedom score,Value,59.5,57.4,55.7,53.4,,
GMB,"Gambia, The",755,Labor freedom score,Value,59.3,65.8,66.7,65.8,,
GMB,"Gambia, The",756,Monetary freedom score,Value,71.1,71.3,70.8,64.7,,
GMB,"Gambia, The",757,Trade freedom score,Value,60.5,65,65,65,,
GMB,"Gambia, The",758,Investment freedom score,Value,65,65,65,65,,
GMB,"Gambia, The",759,Financial freedom score,Value,50,50,50,50,,
GNB,Guinea-Bissau,747,Index of economic freedom score,Value,51.1,51.3,52,51.8,56.1,56.9
GNB,Guinea-Bissau,748,Index of economic freedom score,Rank,138,143,145,145,119,118
GNB,Guinea-Bissau,749,Index of economic freedom score,Regional Rank,30,33,34,35,20,15
GNB,Guinea-Bissau,750,Property rights score,Value,20,20,20,20,33.8,31.1
GNB,Guinea-Bissau,751,Freedom from corruption score,Value,22,20.2,19,19,,
GNB,Guinea-Bissau,752,Fiscal freedom score,Value,89.1,89,89.1,89.3,,
GNB,Guinea-Bissau,753,Gov't spending score,Value,82,86.6,88,94.1,87.5,85.6
GNB,Guinea-Bissau,754,Business freedom score,Value,41.3,40.5,39.6,36.7,46.7,47.8
GNB,Guinea-Bissau,755,Labor freedom score,Value,54,61.4,61.7,61.1,60.9,61.1
GNB,Guinea-Bissau,756,Monetary freedom score,Value,72.7,74.4,77.5,78.5,77.7,77.4
GNB,Guinea-Bissau,757,Trade freedom score,Value,65.3,61.4,65.4,59.4,65.2,65.2
GNB,Guinea-Bissau,758,Investment freedom score,Value,35,30,30,30,30,30
GNB,Guinea-Bissau,759,Financial freedom score,Value,30,30,30,30,30,30
GNQ,Equatorial Guinea,747,Index of economic freedom score,Value,42.3,44.4,40.4,43.7,45,42
GNQ,Equatorial Guinea,748,Index of economic freedom score,Rank,170,168,173,170,174,175
GNQ,Equatorial Guinea,749,Index of economic freedom score,Regional Rank,43,42,44,43,44,45
GNQ,Equatorial Guinea,750,Property rights score,Value,15,10,10,10,35.4,29.8
GNQ,Equatorial Guinea,751,Freedom from corruption score,Value,19,16.6,19,19,,
GNQ,Equatorial Guinea,752,Fiscal freedom score,Value,75.4,75.5,75.4,75.4,,
GNQ,Equatorial Guinea,753,Gov't spending score,Value,39.3,62.6,31.4,45.6,53.6,61
GNQ,Equatorial Guinea,754,Business freedom score,Value,44.4,43.4,37.5,45.6,50.9,45.6
GNQ,Equatorial Guinea,755,Labor freedom score,Value,43.1,41.5,33.5,38.4,38.5,29.8
GNQ,Equatorial Guinea,756,Monetary freedom score,Value,72.8,75.4,78.3,78.9,78.3,81.7
GNQ,Equatorial Guinea,757,Trade freedom score,Value,58.8,53.8,53.8,53.8,53.8,53.8
GNQ,Equatorial Guinea,758,Investment freedom score,Value,25,35,35,40,40,40
GNQ,Equatorial Guinea,759,Financial freedom score,Value,30,30,30,30,30,30
GRC,Greece,747,Index of economic freedom score,Value,55.4,55.7,54,53.2,55,57.3
GRC,Greece,748,Index of economic freedom score,Rank,117,119,130,138,127,115
GRC,Greece,749,Index of economic freedom score,Regional Rank,40,40,40,41,43,43
GRC,Greece,750,Property rights score,Value,40,40,40,40,52.5,52.3
GRC,Greece,751,Freedom from corruption score,Value,34,33.2,40,43,,
GRC,Greece,752,Fiscal freedom score,Value,66.2,65.9,64.2,64.4,,
GRC,Greece,753,Gov't spending score,Value,24.7,19.2,0,0,5.4,20.9
GRC,Greece,754,Business freedom score,Value,77.1,75.8,73.3,73.8,74.3,74.4
GRC,Greece,755,Labor freedom score,Value,42.1,53.9,51.6,50.2,51,54.4
GRC,Greece,756,Monetary freedom score,Value,73.4,76.3,77.8,77.7,78.2,81
GRC,Greece,757,Trade freedom score,Value,81.8,82.8,83,83,82,81.9
GRC,Greece,758,Investment freedom score,Value,65,60,60,60,60,55
GRC,Greece,759,Financial freedom score,Value,50,50,50,40,40,40
GTM,Guatemala,747,Index of economic freedom score,Value,60,61.2,60.4,61.8,63,63.4
GTM,Guatemala,748,Index of economic freedom score,Rank,85,83,87,82,74,73
GTM,Guatemala,749,Index of economic freedom score,Regional Rank,16,17,17,15,15,14
GTM,Guatemala,750,Property rights score,Value,30,25,20,20,45,40.4
GTM,Guatemala,751,Freedom from corruption score,Value,27,28.7,29,32,,
GTM,Guatemala,752,Fiscal freedom score,Value,79.6,79.6,79.6,79.1,,
GTM,Guatemala,753,Gov't spending score,Value,93.6,93.6,94.1,94.3,94.8,95.3
GTM,Guatemala,754,Business freedom score,Value,50.8,58.4,54.7,62.5,58.7,57.3
GTM,Guatemala,755,Labor freedom score,Value,48.7,49.3,50.6,50.9,48.2,48.3
GTM,Guatemala,756,Monetary freedom score,Value,75.5,76.7,76.8,77.9,79.4,77.6
GTM,Guatemala,757,Trade freedom score,Value,85.2,85.4,84.6,86.4,87,87.2
GTM,Guatemala,758,Investment freedom score,Value,60,65,65,65,65,70
GTM,Guatemala,759,Financial freedom score,Value,50,50,50,50,50,50
GUY,Guyana,747,Index of economic freedom score,Value,53.8,55.7,55.5,55.4,58.5,58.7
GUY,Guyana,748,Index of economic freedom score,Rank,129,121,123,127,106,102
GUY,Guyana,749,Index of economic freedom score,Regional Rank,22,22,22,22,23,21
GUY,Guyana,750,Property rights score,Value,30,30,25,30,37.7,42.1
GUY,Guyana,751,Freedom from corruption score,Value,25,24.4,27,30,,
GUY,Guyana,752,Fiscal freedom score,Value,67.9,68.4,68.7,68.7,,
GUY,Guyana,753,Gov't spending score,Value,61.1,71.8,70.8,73.1,72.8,70.8
GUY,Guyana,754,Business freedom score,Value,66.3,64.3,63.8,63,63.2,60.3
GUY,Guyana,755,Labor freedom score,Value,75.4,72.6,74.5,70.7,70.9,70.5
GUY,Guyana,756,Monetary freedom score,Value,75.9,78.1,78.4,77.4,79.8,79.3
GUY,Guyana,757,Trade freedom score,Value,71.2,72,72,70.8,70.7,71.5
GUY,Guyana,758,Investment freedom score,Value,35,45,45,40,60,60
GUY,Guyana,759,Financial freedom score,Value,30,30,30,30,30,30
HKG,"Hong Kong SAR, China",747,Index of economic freedom score,Value,89.3,90.1,89.6,88.6,,
HKG,"Hong Kong SAR, China",748,Index of economic freedom score,Rank,1,1,1,1,,
HKG,"Hong Kong SAR, China",749,Index of economic freedom score,Regional Rank,1,1,1,1,,
HKG,"Hong Kong SAR, China",750,Property rights score,Value,90,90,90,90,,
HKG,"Hong Kong SAR, China",751,Freedom from corruption score,Value,84,82.3,75,74,,
HKG,"Hong Kong SAR, China",752,Fiscal freedom score,Value,92.9,93,93.2,92.6,,
HKG,"Hong Kong SAR, China",753,Gov't spending score,Value,88.9,89.7,89.7,90.7,,
HKG,"Hong Kong SAR, China",754,Business freedom score,Value,98.9,98.9,100,97.4,,
HKG,"Hong Kong SAR, China",755,Labor freedom score,Value,86.2,95.5,95.9,89,,
HKG,"Hong Kong SAR, China",756,Monetary freedom score,Value,82.1,82,81.8,81.8,,
HKG,"Hong Kong SAR, China",757,Trade freedom score,Value,90,90,90,90,,
HKG,"Hong Kong SAR, China",758,Investment freedom score,Value,90,90,90,90,,
HKG,"Hong Kong SAR, China",759,Financial freedom score,Value,90,90,90,90,,
HND,Honduras,747,Index of economic freedom score,Value,58.4,57.1,57.4,57.7,58.8,60.6
HND,Honduras,748,Index of economic freedom score,Rank,96,112,116,113,100,94
HND,Honduras,749,Index of economic freedom score,Regional Rank,18,19,19,19,21,19
HND,Honduras,750,Property rights score,Value,30,30,30,30,45,44.3
HND,Honduras,751,Freedom from corruption score,Value,26,23.7,26,29,,
HND,Honduras,752,Fiscal freedom score,Value,85.3,84.9,84.9,84.2,,
HND,Honduras,753,Gov't spending score,Value,79.2,79.8,78.7,72,74.7,76.6
HND,Honduras,754,Business freedom score,Value,61,55.4,53.2,58,56.9,58.5
HND,Honduras,755,Labor freedom score,Value,26.8,26.5,28,31,31.2,31.9
HND,Honduras,756,Monetary freedom score,Value,73.9,75.1,75.4,74.8,77.3,73.8
HND,Honduras,757,Trade freedom score,Value,77.1,75.4,77.6,78.4,78.4,84.4
HND,Honduras,758,Investment freedom score,Value,65,60,60,60,65,65
HND,Honduras,759,Financial freedom score,Value,60,60,60,60,60,60
HRV,Croatia,747,Index of economic freedom score,Value,61.3,60.4,61.5,59.1,59.4,61
HRV,Croatia,748,Index of economic freedom score,Rank,78,87,81,103,95,92
HRV,Croatia,749,Index of economic freedom score,Regional Rank,35,36,35,38,37,39
HRV,Croatia,750,Property rights score,Value,40,40,40,35,65.5,65.9
HRV,Croatia,751,Freedom from corruption score,Value,40,41.1,48,48,,
HRV,Croatia,752,Fiscal freedom score,Value,75.4,69.4,74.9,70.8,,
HRV,Croatia,753,Gov't spending score,Value,48.7,45.8,46.5,33.7,31.3,32.5
HRV,Croatia,754,Business freedom score,Value,63,61.4,55.8,60.3,58.2,58.9
HRV,Croatia,755,Labor freedom score,Value,42.4,39.4,42.8,42.4,43.3,43
HRV,Croatia,756,Monetary freedom score,Value,81.1,79.2,80,78.7,80.3,79.1
HRV,Croatia,757,Trade freedom score,Value,87.5,87.4,87.2,87.4,87.4,87.4
HRV,Croatia,758,Investment freedom score,Value,75,80,80,75,75,75
HRV,Croatia,759,Financial freedom score,Value,60,60,60,60,60,60
HTI,Haiti,747,Index of economic freedom score,Value,48.1,48.9,51.3,51.3,49.6,55.8
HTI,Haiti,748,Index of economic freedom score,Rank,152,156,151,150,159,124
HTI,Haiti,749,Index of economic freedom score,Regional Rank,24,24,24,24,27,25
HTI,Haiti,750,Property rights score,Value,10,10,10,10,12.6,25.1
HTI,Haiti,751,Freedom from corruption score,Value,18,16.9,19,19,,
HTI,Haiti,752,Fiscal freedom score,Value,80.7,80.3,80.3,80.5,,
HTI,Haiti,753,Gov't spending score,Value,66.3,66.3,76.2,76.4,81,85.6
HTI,Haiti,754,Business freedom score,Value,33.4,33.3,43.1,47.1,49.4,48.3
HTI,Haiti,755,Labor freedom score,Value,63.6,68.5,63.7,62,62.1,64.1
HTI,Haiti,756,Monetary freedom score,Value,74.2,73.6,73.5,76,73.8,68.9
HTI,Haiti,757,Trade freedom score,Value,74.8,70.4,77.6,72,70.6,71.9
HTI,Haiti,758,Investment freedom score,Value,30,40,40,40,40,45
HTI,Haiti,759,Financial freedom score,Value,30,30,30,30,30,30
HUN,Hungary,747,Index of economic freedom score,Value,67.3,67,66.8,66,65.8,66.7
HUN,Hungary,748,Index of economic freedom score,Rank,48,51,54,58,56,55
HUN,Hungary,749,Index of economic freedom score,Regional Rank,24,24,25,26,27,26
HUN,Hungary,750,Property rights score,Value,65,60,55,45,60.1,57.6
HUN,Hungary,751,Freedom from corruption score,Value,46,48.6,54,54,,
HUN,Hungary,752,Fiscal freedom score,Value,79.7,81.1,78.7,78.7,,
HUN,Hungary,753,Gov't spending score,Value,29.7,26.8,25.9,26.7,25.3,29.4
HUN,Hungary,754,Business freedom score,Value,79.1,79.3,74.5,70.6,64,61.8
HUN,Hungary,755,Labor freedom score,Value,64.4,65.7,67.7,63.8,64.4,68.7
HUN,Hungary,756,Monetary freedom score,Value,77.1,75.6,79.2,88.3,91.7,91.6
HUN,Hungary,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
HUN,Hungary,758,Investment freedom score,Value,75,75,75,75,75,80
HUN,Hungary,759,Financial freedom score,Value,70,70,70,70,70,70
IDN,Indonesia,747,Index of economic freedom score,Value,56.9,58.5,58.1,59.4,61.9,64.2
IDN,Indonesia,748,Index of economic freedom score,Rank,108,100,105,99,84,69
IDN,Indonesia,749,Index of economic freedom score,Regional Rank,20,21,22,21,18,15
IDN,Indonesia,750,Property rights score,Value,30,30,30,30,48.3,49.3
IDN,Indonesia,751,Freedom from corruption score,Value,30,28,32,34,,
IDN,Indonesia,752,Fiscal freedom score,Value,83.4,83.4,83.3,83.4,,
IDN,Indonesia,753,Gov't spending score,Value,89.2,89.8,88.3,89,89.9,90.7
IDN,Indonesia,754,Business freedom score,Value,50.2,54.8,49.3,54,49.1,57.3
IDN,Indonesia,755,Labor freedom score,Value,50.8,47.8,48.7,49.3,48.9,50.3
IDN,Indonesia,756,Monetary freedom score,Value,75.5,76.4,74.9,74.3,74,81.6
IDN,Indonesia,757,Trade freedom score,Value,75,74.8,74.8,80.4,80.5,80.5
IDN,Indonesia,758,Investment freedom score,Value,35,40,40,40,35,40
IDN,Indonesia,759,Financial freedom score,Value,50,60,60,60,60,60
IND,India,747,Index of economic freedom score,Value,55.2,55.7,54.6,56.2,52.6,54.5
IND,India,748,Index of economic freedom score,Rank,119,120,128,123,143,130
IND,India,749,Index of economic freedom score,Regional Rank,23,25,26,25,33,30
IND,India,750,Property rights score,Value,50,50,55,55,55.4,55.4
IND,India,751,Freedom from corruption score,Value,31,31.5,36,38,,
IND,India,752,Fiscal freedom score,Value,78.3,79.4,79.4,77.1,,
IND,India,753,Gov't spending score,Value,77.9,77.8,78.3,78.1,77.4,77.7
IND,India,754,Business freedom score,Value,37.3,37.7,43.3,47.6,52.8,56.4
IND,India,755,Labor freedom score,Value,73.6,74,48.7,47.8,41.6,41.8
IND,India,756,Monetary freedom score,Value,65.3,65.5,65.3,72.8,75,75.9
IND,India,757,Trade freedom score,Value,63.6,65.6,64.6,71,72.6,72.4
IND,India,758,Investment freedom score,Value,35,35,35,35,40,40
IND,India,759,Financial freedom score,Value,40,40,40,40,40,40
IRL,Ireland,747,Index of economic freedom score,Value,75.7,76.2,76.6,77.3,76.7,80.4
IRL,Ireland,748,Index of economic freedom score,Rank,11,9,9,8,9,6
IRL,Ireland,749,Index of economic freedom score,Regional Rank,3,2,3,2,3,2
IRL,Ireland,750,Property rights score,Value,90,90,85,90,85.8,87.7
IRL,Ireland,751,Freedom from corruption score,Value,75,74.8,72,74,,
IRL,Ireland,752,Fiscal freedom score,Value,73.8,74,73.6,73.6,,
IRL,Ireland,753,Gov't spending score,Value,28.8,30.6,45.6,50.3,57.1,69.6
IRL,Ireland,754,Business freedom score,Value,83.4,83.4,82.1,79.6,80.3,81.8
IRL,Ireland,755,Labor freedom score,Value,76.6,79.5,76.2,72.1,73.6,76.4
IRL,Ireland,756,Monetary freedom score,Value,82.8,81.7,83.9,85.5,87.6,87.4
IRL,Ireland,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
IRL,Ireland,758,Investment freedom score,Value,90,90,90,90,90,90
IRL,Ireland,759,Financial freedom score,Value,70,70,70,70,70,70
IRN,"Iran, Islamic Rep.",747,Index of economic freedom score,Value,43.2,40.3,41.8,43.5,50.5,50.9
IRN,"Iran, Islamic Rep.",748,Index of economic freedom score,Rank,168,173,171,171,155,156
IRN,"Iran, Islamic Rep.",749,Index of economic freedom score,Regional Rank,15,15,15,14,13,13
IRN,"Iran, Islamic Rep.",750,Property rights score,Value,10,10,10,10,32.4,32.5
IRN,"Iran, Islamic Rep.",751,Freedom from corruption score,Value,27,23.4,25,27,,
IRN,"Iran, Islamic Rep.",752,Fiscal freedom score,Value,80.8,80.6,81.2,81.2,,
